,str_player_name,str_positions,dt_date_of_birth,int_best_overall_rating,age,new_column,new_column_plus
17423,Walter Scott,"LB, RB",1999-10-02,57,21,1,6
17424,George Gibson,ST,2000-08-29,58,20,1,6
17425,Dejan Tetek,"CDM, CM",2002-09-24,58,18,1,6
17426,Steve Shamal,ST,1996-02-22,58,25,1,6
17427,Egy Maulana Vikri,"CAM, RM",2000-07-07,58,21,1,6
17428,Bartłomiej Mruk,CB,2001-08-21,58,20,1,6
17429,Connor Mark Simpson,ST,2000-01-24,58,21,1,6
17430,Alexander David Bolaños Casierra,"RW, ST",1999-12-12,59,21,1,6
17431,Ashvin Balaruban,LB,2001-08-08,56,20,1,6
17432,Boris Lambert,"CB, CDM",2000-04-10,58,21,1,6
17433,Joseph Alejandro Espinoza Montenegro,CDM,2000-07-02,58,21,1,6
17434,Ali Ateş,RM,1999-01-10,57,22,1,6
17435,Aidan Friel,"RB, RM",1991-01-15,56,30,1,6
17436,Derlis Sebastián Aquino Espínola,CM,2000-04-08,58,21,1,6
17437,Łukasz Zjawiński,ST,2001-07-11,58,20,1,6
17438,堀田 大暉,GK,1994-10-05,56,26,1,6
17439,Eddie Munjoma,RB,1998-07-18,57,23,1,6
17440,Mikkel Hyllegaard,ST,1999-04-03,58,22,1,6
17441,Salis Abdul Samed,CDM,2000-03-26,58,21,1,6
17442,Alan John Bennett,CB,1981-10-04,56,39,1,6
17443,乔巍,CB,1987-07-20,56,34,1,6
17444,王献钧,CDM,2000-06-01,58,21,1,6
17445,Akinwale Joseph Odimayo,CB,1999-11-28,58,21,1,6
17446,Rockson Alexander Renteria Ovando,CM,2001-10-25,58,19,1,6
17447,Benjamin Yves Gommert,GK,1985-05-01,56,36,1,6
17448,鲍亚雄,GK,1997-05-23,56,24,1,6
17449,James Tanner Beason,CB,1997-03-23,58,24,1,6
17450,Mert-Yusuf Torlak,"CAM, CF",2002-07-18,58,19,1,6
17451,Hugo Constant,GK,1999-11-26,56,21,1,6
17452,Seung Gyeom Lim,CB,1995-04-26,58,26,1,6
17453,Alexis Villalva Mosqueda,CB,1998-08-28,58,22,1,6
17454,Kevin Lokko,CB,1995-11-03,58,25,1,6
17455,Ed Williams,CAM,1995-07-20,59,26,1,6
17456,Magnus Warming,ST,2000-06-08,59,21,1,6
17457,Gürkan Başkan,CB,2002-04-01,58,19,1,6
17458,Julian Albrecht,"CDM, CM",2001-08-31,60,19,1,6
17459,Oliver Klitten,LW,2000-05-01,57,21,1,6
17460,이준석 Joon Suk Lee,"LM, CAM, ST",2000-04-07,60,21,1,6
17461,Anton Stach,"CAM, CM",1998-11-15,58,22,1,6
17462,Dylan Duncan,"CM, CAM",1999-01-25,60,22,1,6
17463,윤지혁 Ji Hyeok Yun,CB,1998-02-07,58,23,1,6
17464,Charlie Cresswell,CB,2002-08-17,58,19,1,6
17465,Niklo Dailly,"ST, RW, LW",2001-11-06,59,19,1,6
17466,Harvey Cartwright,GK,2002-05-09,56,19,1,6
17467,Konrad Gutowski,"LM, RM",1999-03-22,57,22,1,6
17468,Gastón Luciano Ávila,CB,2001-09-30,58,19,1,6
17469,Vasile Fernando Mihai,CAM,1995-11-29,58,25,1,6
17470,Nsana Simon,CM,2000-03-11,59,21,1,6
17471,Denilson Gonzáles Perlado,"CM, LM",1998-11-26,60,22,1,6
17472,William Fitzgerald,LM,1999-05-19,57,22,1,6
17473,Leonard Bredol,LB,2000-08-01,58,21,1,6
17474,Sebastian Søraas Sebulonsen,"CAM, ST, CM",2000-01-27,60,21,1,6
17475,Carlos Niño Junior Espinola Díaz,CB,1999-12-25,58,21,1,6
17476,Ben Stirling,"RB, CDM",1998-08-16,56,23,1,6
17477,Qassem Lajami,CB,1996-04-24,58,25,1,6
17478,Oscar Brennan,"CM, CDM",1996-03-17,59,25,1,6
17479,Matías Nicolás Miranda,"CAM, LM",2000-05-05,58,21,1,6
17480,Zico Bailey,RB,2000-08-27,57,20,1,6
17481,Bryce Duke,"CM, CAM",2001-02-28,61,20,1,6
17482,Erland Tangvik,GK,1997-07-09,56,24,1,6
17483,Mason Stajduhar,GK,1997-12-02,56,23,1,6
17484,小田 裕太郎,CF,2001-08-12,58,20,1,6
17485,Louis Jones,GK,1998-10-12,56,22,1,6
17486,Gonzalo Gabriel Sánchez Franco,ST,2000-05-06,58,21,1,6
17487,葛振,"LB, CB, RB",1987-06-23,56,34,1,6
17488,Sam Ashford,"LW, ST",1995-12-21,58,25,1,6
17489,Tommy Pawlson,"LW, ST",2000-10-07,57,20,1,6
17490,Darius Dacian Ghindovean,"CAM, RM",2001-11-01,58,19,1,6
17491,Vicente Tomás Pizarro Durcudoy,"CDM, CM",2002-11-05,57,18,1,6
17492,Tom Schlitter,GK,2002-05-17,56,19,1,6
17493,Jaheim Headley,"LM, LWB, CM",2001-09-24,57,19,1,6
17494,Caleb Chukwuemeka,"ST, RW, LW",2002-01-25,59,19,1,6
17495,Carl Gustafsson,CM,2000-03-18,59,21,1,6
17496,Patrick Flottmann,CB,1997-04-10,58,24,1,6
17497,Roman Arturo Martínez Canales,ST,2002-08-18,58,19,1,6
17498,Jakub Niewiadomski,LB,2002-04-09,56,19,1,6
17499,Marco Vincenzo Raimondo-Metzger,CB,1992-01-17,56,29,1,6
17500,Juan De Dios Gamboa Sánchez,"RM, LM",2001-02-15,57,20,1,6
17501,Arian Kabashi,"CB, RB",1996-09-26,58,24,1,6
17502,Mark Thomas McChrystal,CB,1984-06-26,56,37,1,6
17503,张岩,GK,1997-03-30,56,24,1,6
17504,Sander Risan Mørk,"CM, CDM",2000-12-06,59,20,1,6
17505,Harry Phillips,"CAM, CM",1997-09-19,59,23,1,6
17506,Juan Gabriel Etchebarne Maidana,RM,2002-04-19,57,19,1,6
17507,Jordan Eastham,GK,2001-08-08,56,20,1,6
17508,Trae Coyle,"RW, LW",2001-01-11,59,20,1,6
17509,Jon Mellish,"CM, CB",1997-09-19,59,23,1,6
17510,Adam Ben Lamin,CB,2001-06-02,58,20,1,6
17511,新井 栄聡,GK,1995-09-27,56,25,1,6
17512,Kusini Yengi,"RW, ST",1999-01-15,57,22,1,6
17513,高橋 祐翔,CB,2001-09-19,58,19,1,6
17514,Corentin Chaminade,CB,1999-07-03,58,22,1,6
17515,Conor Kearns,GK,1998-05-06,56,23,1,6
17516,Fahad Al Hamad,CB,1998-07-01,58,23,1,6
17517,Clody Yunior Menacho Salvatierra,CM,2001-11-08,59,19,1,6
17518,川本 梨,"ST, CF",2001-06-11,58,20,1,6
17519,Joe Gauci,GK,2000-07-04,56,21,1,6
17520,Marian Târșă,CM,1998-04-16,61,23,1,6
17521,Richard Taylor,CB,2000-10-02,58,20,1,6
17522,松村 優太,RM,2001-04-14,57,20,1,6
17523,김우석 金武胜,"CB, RM",1996-08-04,58,25,1,6
17524,Marcus Dinanga,ST,1997-06-30,58,24,1,6
17525,Estiven Osmar Pérez Yegros,ST,2000-08-05,58,21,1,6
17526,Santiago Daniel Pierotti,CAM,2001-04-03,59,20,1,6
17527,Jackson Longridge,LB,1995-04-12,56,26,1,6
17528,Si Heon Lee,LW,1998-05-04,59,23,1,6
17529,Alex Bradley,"RW, CM",1999-01-27,59,22,1,6
17530,Mohannad Awadh,"CAM, CM",1992-05-27,57,29,1,6
17531,Charlie Barker,RB,2003-03-27,56,18,1,6
17532,Tadhg Ryan,GK,1997-04-09,56,24,1,6
17533,吴伟,"CDM, CB, CM",1997-02-05,57,24,1,6
17534,Harry Van der Saag,RB,1999-10-29,57,21,1,6
17535,Richard Spenhay Arauz,CM,1997-09-09,58,23,1,6
17536,Samuel Pozo Challa,"CM, CDM",1997-07-23,58,24,1,6
17537,Nikita Kotin,CB,2002-09-01,58,18,1,6
17538,Sören Torge Lippert,CB,1999-10-09,58,21,1,6
17539,Nawaf Boushal,RB,2000-01-01,56,21,1,6
17540,Luis Fernando Casiani Zúñiga,RB,2001-07-20,56,20,1,6
17541,Magnus Risgaard Jensen,CB,1996-10-27,58,24,1,6
17542,Manuel Ignacio Lago,ST,2002-08-05,60,19,1,6
17543,冯刚,CM,1993-03-06,60,28,1,6
17544,Sam Sutton,"CAM, CM",2001-12-10,59,19,1,6
17545,Esteban Nicolás Dávila Alarcón,CM,1996-02-07,58,25,1,6
17546,Assad Al Hamlawi,ST,2000-10-27,58,20,1,6
17547,Kilian Bauernfeind,CM,2002-04-23,60,19,1,6
17548,Ajibola Alese,"CB, LB",2001-01-17,58,20,1,6
17549,Seán Roughan,"CB, LB",2003-03-14,58,18,1,6
17550,Georgi Tunjov,CM,2001-04-17,58,20,1,6
17551,John Jairo Mero Reascos,GK,1994-08-21,56,27,1,6
17552,Melker Nilsson,"CB, CDM",2000-04-26,58,21,1,6
17553,Ivo Saúl Vázquez Serrano,LB,2000-10-16,56,20,1,6
17554,Guillermo Alejandro Tegue Caicedo,CB,2000-02-06,58,21,1,6
17555,Harrison Perritt,RB,2001-02-16,56,20,1,6
17556,Lukas Schleimer,"CAM, CM",1999-12-09,58,21,1,6
17557,Mauricio Isaac Márquez Centeno,ST,2001-03-20,58,20,1,6
17558,Silvano Denilson Estacio Mina,RM,2002-04-29,57,19,1,6
17559,Devarn Green,"LW, CF",1996-08-26,57,24,1,6
17560,Mohammed Al Saeed,"LM, LB",1996-11-14,57,24,1,6
17561,Xavier Edu Pineda Arana,CM,1999-11-11,59,21,1,6
17562,Jaze Kabia,"RM, ST",2000-08-07,57,21,1,6
17563,Tomás Agustín Pozzo,CM,2000-09-27,61,20,1,6
17564,Leonel Miguel,CB,2001-03-24,58,20,1,6
17565,Jomar Gomes,GK,2000-05-25,56,21,1,6
17566,Wim Vanmarsenille,GK,2002-07-31,56,19,1,6
17567,Adonis Stalin Preciado Quintero,"LM, LW",1997-03-23,57,24,1,6
17568,Dario De Vita,CB,2000-02-12,58,21,1,6
17569,Jack Nolan,"RM, LM",2001-05-25,57,20,1,6
17570,Juan Sebastián Sforza,CM,2002-02-14,58,19,1,6
17571,Juan Daniel Cifuentes Vergara,CB,1999-04-21,58,22,1,6
17572,Robert Voloder,CB,2001-05-09,58,20,1,6
17573,Marc-Antoine Guillaume,GK,1996-03-11,56,25,1,6
17574,Manuel Tadeo Llano Massa,CM,1999-08-26,60,21,1,6
17575,Tony McNamee,"LM, CM",1993-08-16,56,28,1,6
17576,Nicolas Sullivan,"CM, CDM",1998-02-25,59,23,1,6
17577,Pablo Antonio Ortiz Cabezas,CB,2000-06-08,58,21,1,6
17578,Dylan James McGlade,LW,1995-04-22,58,26,1,6
17579,Runar Hauge,"LW, RW",2001-09-01,58,19,1,6
17580,Akın Alkan,GK,1989-07-26,56,32,1,6
17581,Boubacari Doucouré,CB,1999-03-19,58,22,1,6
17582,Rafael Andrés Tapia Fúnez,ST,2000-04-04,58,21,1,6
17583,Joe Leesley,"LM, LB",1994-03-29,56,27,1,6
17584,Edgar Games González,CM,2001-02-20,61,20,1,6
17585,Pedro Guillermo Ibáñez Gálvez,CB,2001-01-16,58,20,1,6
17586,Matthew Bersano,GK,1992-09-10,56,28,1,6
17587,Zehn Mohammed,CB,2000-02-28,58,21,1,6
17588,Marius Bustgaard Larsen,LW,2000-05-14,56,21,1,6
17589,神谷 凱士,"CB, CDM",1997-06-16,58,24,1,6
17590,Mark Russell,"LWB, ST",1996-03-22,56,25,1,6
17591,Joshué Jampier Quiñónez Rodriguez,CB,2001-05-29,58,20,1,6
17592,Cole Palmer,CAM,2002-05-06,58,19,1,6
17593,Saikou Janneh,ST,2000-01-11,58,21,1,6
17594,Jordy Schelfhout,GK,2001-01-19,55,20,1,6
17595,Maxim Deman,GK,2001-10-23,55,19,1,6
17596,Oskar Aron Opsahl,LB,2001-08-25,55,19,1,6
17597,韩佳奇,GK,1999-07-03,55,22,1,6
17598,Niclas Anspach,"RM, LM, CAM",2000-07-22,56,21,1,6
17599,Felix Kerber,ST,2002-10-25,57,18,1,6
17600,Joshua Cavallo,"CM, LWB",1999-11-13,58,21,1,6
17601,柴田 壮介,CAM,2001-05-26,57,20,1,6
17602,冯博轩,"RW, RM",1997-03-18,56,24,1,6
17603,Faïz Mattoir,"LM, CAM",2000-07-12,59,21,1,6
17604,Mark Thomas Harris,ST,1998-12-29,60,22,1,6
17605,高天意,"LM, CM",1998-07-01,60,23,1,6
17606,Yílmar Andrés Velásquez Palacios,CAM,1999-08-21,58,22,1,6
17607,Cem Sabanci,ST,2000-03-09,57,21,1,6
17608,Jake Lawlor,CB,1991-04-08,56,30,1,6
17609,Olatunji Akinola,"CB, LB",1998-11-21,57,22,1,6
17610,Mohammad Al Thani,"RM, LM",1997-01-22,56,24,1,6
17611,Víctor Miguel González Chang,"CB, RB",1994-05-30,57,27,1,6
17612,Min Duk Kim,CB,1996-07-08,57,25,1,6
17613,Federico Ravaglia,GK,1999-11-11,55,21,1,6
17614,Mustafa Burak Bozan,GK,2000-08-23,55,21,1,6
17615,Marc Augé,CDM,2001-03-06,56,20,1,6
17616,Ismaila Diallo,CM,2000-04-11,58,21,1,6
17617,Tomás Agustín Fernández,CB,1998-05-05,57,23,1,6
17618,Abdullah Al Qahtani,LM,1999-01-31,56,22,1,6
17619,土肥 航大,"CM, CDM, CAM",2001-04-13,57,20,1,6
17620,Robert Slevin,"CB, LB",1998-07-14,57,23,1,6
17621,鮎川 峻,"ST, CF",2001-09-15,57,19,1,6
17622,Tobias Andersson,GK,1994-02-18,55,27,1,6
17623,Cade Cowell,"RW, LM",2003-10-14,57,17,1,6
17624,Frank Stople,GK,2002-02-12,55,19,1,6
17625,Facundo Hernán Farías,RM,2002-08-28,56,18,1,6
17626,Mohammed Zayed Al-Ghamdi,CB,1994-02-04,57,27,1,6
17627,Rahmat Akbari,"CAM, CM, LM",2000-06-20,57,21,1,6
17628,Thomas Billson,GK,2000-10-18,55,20,1,6
17629,Ryan Sandford,GK,1999-02-21,55,22,1,6
17630,Ramiro Ruiz Rodríguez,ST,2000-03-21,57,21,1,6
17631,Christopher Merrie,CDM,1998-11-02,57,22,1,6
17632,Orges Bunjaku,CM,2001-07-05,59,20,1,6
17633,Abdullah Hamdan Al Shammari,GK,1991-11-24,55,29,1,6
17634,Adam Long,CB,2000-11-14,57,20,1,6
17635,이호인 Ho In Lee,CB,1995-12-29,57,25,1,6
17636,Jonathan Perez,RM,2003-01-18,56,18,1,6
17637,Ricardo German,ST,1999-01-13,57,22,1,6
17638,Jordan Thomas,RB,2001-01-02,55,20,1,6
17639,Jefferson David Concalo de Souza,"LW, RW",1995-09-27,57,25,1,6
17640,Joseph Thomson,"CAM, CM",1997-01-14,57,24,1,6
17641,Emmanuel Samba,ST,2001-05-12,57,20,1,6
17642,Marc Fred Tsoungui,LB,2002-07-30,57,19,1,6
17643,Ronaldo Paolo Andía Uculmana,RB,1997-07-09,55,24,1,6
17644,Tyler Jayden Frost,"RM, CM, LM",1999-07-07,56,22,1,6
17645,Trey Muse,GK,1999-07-26,55,22,1,6
17646,Jorge Nelson Orozco Quiroga,ST,2000-01-24,57,21,1,6
17647,Scott Twine,"LM, LW",1999-07-14,56,22,1,6
17648,周俊辰,"LW, LM",2000-03-23,56,21,1,6
17649,Manny Adebowale,CB,1997-09-19,57,23,1,6
17650,Kevin Egell-Johnsen,RB,2000-05-13,55,21,1,6
17651,Casper Staring,"CDM, CM",2001-02-01,57,20,1,6
17652,마상훈 Sang Hoon Ma,CB,1991-07-25,56,30,1,6
17653,Oliver Ottesen,GK,1998-08-22,55,23,1,6
17654,Halil İbrahim Sevinç,CDM,2002-01-24,57,19,1,6
17655,松田 詠太郎,"RW, RM",2001-05-20,55,20,1,6
17656,Montel Gibson,ST,1997-12-15,57,23,1,6
17657,Leodan Raúl Chalá Ayoví,GK,1998-01-25,55,23,1,6
17658,So Woong Kim,ST,1999-06-17,57,22,1,6
17659,Ryan Keith De Vries,"ST, CAM, LW",1991-09-14,55,29,1,6
17660,Umut Güneş,"CM, CDM, CAM",2000-03-16,57,21,1,6
17661,Hamed Fallatah,CDM,1992-12-03,59,28,1,6
17662,Ross Tierney,"CAM, LM",2001-03-06,57,20,1,6
17663,徐天源,"RM, LM, RW",1997-05-08,59,24,1,6
17664,Mustapha Fofana,ST,2001-05-10,57,20,1,6
17665,Jacob Hutchinson,ST,2002-05-08,57,19,1,6
17666,Carlos Daniel Castro Hoyos,LB,1999-01-08,55,22,1,6
17667,Enock Mawete Mwimba,GK,2000-02-07,55,21,1,6
17668,Florentin Bloch,GK,2000-02-02,55,21,1,6
17669,Taylor Silverholt,ST,2001-04-04,57,20,1,6
17670,Fabio Agustín Suárez Martínez,ST,2003-05-18,57,18,1,6
17671,Phillip Chijoke Ejimadu,GK,1999-08-31,55,21,1,6
17672,Johan David Lara Medrano,GK,1999-02-28,55,22,1,6
17673,黄希扬,"CDM, CAM",1985-06-14,55,36,1,6
17674,Elías Oyola Chajías,CM,1998-05-21,60,23,1,6
17675,Alan Neftaly Reyes Martínez,CM,2001-06-11,58,20,1,6
17676,Bernardo Costa da Rosa,"CAM, RM, RB",2000-09-20,57,20,1,6
17677,Jeremy Kelly,RB,1997-10-21,55,23,1,6
17678,Cătălin Constantin Barbu,ST,1999-08-05,57,22,1,6
17679,Jorge Enrique Davidson Muñoz,CB,2001-10-10,57,19,1,6
17680,Mohammed Al Mahasna,GK,1997-07-01,55,24,1,6
17681,Luis Ángel Casimiro Peña Martínez,CM,2002-03-07,57,19,1,6
17682,Marcus Dewhurst,GK,2001-03-20,55,20,1,6
17683,Hassan Ahmad Al Shammrani,"CB, CDM",1991-07-15,56,30,1,6
17684,Warren Bondo,CDM,2003-09-15,56,17,1,6
17685,Yannick Kevin Marchand,"CM, CB",2000-02-09,60,21,1,6
17686,Davide Andres Luzi Ruggiero,ST,2002-04-16,57,19,1,6
17687,雷文杰,LW,1997-01-10,56,24,1,6
17688,Tom Amos,GK,1998-02-06,55,23,1,6
17689,Juan Carlos Díaz Mena,"CM, CDM",2001-05-20,61,20,1,6
17690,Jose Alexander Contreras Berna,GK,2001-03-31,55,20,1,6
17691,Harm Dieker,GK,2002-01-18,55,19,1,6
17692,Erdem Canpolat,GK,2001-04-13,55,20,1,6
17693,Lewis Jamieson,ST,2002-04-17,57,19,1,6
17694,Antonio Rocco Romeo,CB,2000-03-25,57,21,1,6
17695,Henri Koide,"RM, LW, ST",2001-04-06,56,20,1,6
17696,Ryan Campbell-Gordon,"LB, CB, RB",2001-05-02,55,20,1,6
17697,Thorben-Johannes Deters,CM,1995-08-20,57,26,1,6
17698,Sandro Theler,"RB, LB",2000-12-15,55,20,1,6
17699,Sigurd Tafjord,LB,1997-01-30,55,24,1,6
17700,강윤구 Yun Koo Kang,LM,1993-02-08,56,28,1,6
17701,Ervin Ernesto Montero Antelo,CB,2000-11-16,57,20,1,6
17702,Carlos Joao Montoya García,CB,2002-05-04,57,19,1,6
17703,Ruairí Harkin,CM,1989-10-11,55,31,1,6
17704,Junior Alberto Moreno Paredes,CB,2000-03-03,57,21,1,6
17705,Vlad Nicolae Mitrea,"CM, CAM, CDM",2001-01-23,57,20,1,6
17706,Max Dyche,"CB, CM",2003-02-22,57,18,1,6
17707,Osman Can Çötür,CB,2001-09-13,57,19,1,6
17708,Diego Antonio Ramírez Cutti,CM,1994-11-02,57,26,1,6
17709,Michael Alexander Carcelén Carabalí,CM,1997-04-13,57,24,1,6
17710,David Longe-King,CB,1995-01-26,57,26,1,6
17711,Josh Flanagan,CB,2003-06-30,57,18,1,6
17712,Geani Crețu,CM,2000-01-12,58,21,1,6
17713,Idrissa Dioh,CM,1999-01-21,60,22,1,6
17714,Madanapal Chada,ST,1992-07-18,57,29,1,6
17715,Miguel Fernández Fernández,LM,2000-08-12,56,21,1,6
17716,James Doona,"LM, RM",1998-01-15,56,23,1,6
17717,Abdullah Al Bahri,GK,1995-03-16,55,26,1,6
17718,Eelamynthan Suresh,"RM, CAM, RB",1992-06-16,55,29,1,6
17719,Jaime Andrés Ortíz Contreras,ST,1999-05-05,57,22,1,6
17720,石井 綾,GK,2000-07-11,55,21,1,6
17721,Connor Sparrow,GK,1994-05-10,55,27,1,6
17722,Mateusz Bartolewski,LB,1998-01-12,55,23,1,6
17723,Harry Seaden,GK,2001-04-23,55,20,1,6
17724,吉田 晃,CB,2001-07-09,57,20,1,6
17725,石田 凌太郎,"RB, RM",2001-12-13,55,19,1,6
17726,Jair Alejandro González Romo,RW,2002-03-04,56,19,1,6
17727,Benny Igiehon,ST,1993-11-03,57,27,1,6
17728,Adam Pavlesic,GK,2002-07-30,55,19,1,6
17729,Tyrone O'Neill,ST,1999-10-12,57,21,1,6
17730,Agustín Álvarez Wallace,CM,2001-04-20,59,20,1,6
17731,Abdulelah Al Burayh,CM,1997-07-14,60,24,1,6
17732,Conor Florin Davis,ST,1998-06-03,57,23,1,6
17733,Dragoș Gheorghe,"CAM, LW",1999-01-10,57,22,1,6
17734,Nikodem Fiedosewicz,LB,1998-05-30,55,23,1,6
17735,Jamie Roche,CM,2001-04-05,57,20,1,6
17736,Daylam Meddah,CM,2002-10-06,59,18,1,6
17737,Nahum Melvin-Lambert,ST,2002-10-21,57,18,1,6
17738,Valentin Lamprecht,"CDM, CM",2001-05-13,56,20,1,6
17739,Alexandru Mihai Ilie,CAM,2000-01-19,57,21,1,6
17740,Denis Alex Rusu,LM,2001-03-21,56,20,1,6
17741,Lars Dendoncker,CB,2001-04-03,57,20,1,6
17742,Blondy Nna Noukeu,GK,2001-05-31,55,20,1,6
17743,Aleksander Pawlak,"RWB, RM",2001-11-14,55,19,1,6
17744,Nathan James Gartside,GK,1998-03-08,55,23,1,6
17745,Miles Mitchell-Nelson,CB,2000-11-24,57,20,1,6
17746,Bojan Radulovic Samoukovic,ST,1999-12-29,57,21,1,6
17747,Lewis Gard,CM,1999-08-26,58,21,1,6
17748,原田 虹輝,"CAM, CM",2000-08-06,57,21,1,6
17749,Berke Gürbüz,LM,2003-01-27,56,18,1,6
17750,Caolán Boyd-Munce,CM,2000-01-26,57,21,1,6
17751,Hazaa Assiri,"LB, LM",1996-01-05,55,25,1,6
17752,Edgar David Pérez Rodríguez,GK,1987-01-31,55,34,1,6
17753,Angelo Campos Oliveira,ST,2000-03-30,57,21,1,6
17754,Edson Mário Valdo Bartolomeu Soares Pires,CAM,1996-10-26,58,24,1,6
17755,Oğuzhan Çapar,CB,1996-10-08,57,24,1,6
17756,Taylor Curran,CB,2000-07-05,57,21,1,6
17757,Konrad Sieracki,CM,2000-07-08,58,21,1,6
17758,Azad Toptik,"LM, RM",1999-02-12,56,22,1,6
17759,Marius Cătălin Pahonţu,CAM,1999-08-22,57,22,1,6
17760,Faris Abdi,LB,1999-05-09,55,22,1,6
17761,Rio Adebisi,LB,2000-09-27,55,20,1,6
17762,Saleh Al Nashmi,RB,1995-12-26,55,25,1,6
17763,Colin McCabe,GK,1997-01-06,55,24,1,6
17764,Josh Key,"RB, RM",1999-11-19,56,21,1,6
17765,Joel Randall,"LM, CF",1999-10-29,56,21,1,6
17766,Dennis Collander,"CM, CDM",2002-05-09,59,19,1,6
17767,Ibrahim Al Baraka,CDM,1996-09-13,56,24,1,6
17768,Abdullah Nasser,LM,1997-05-02,56,24,1,6
17769,Jacob Ramsey,"CAM, LW",2001-05-21,57,20,1,6
17770,Alexis Antunes Gomez,CAM,2000-07-31,57,21,1,6
17771,Alexandru Ionuț Stoica,ST,2000-01-23,57,21,1,6
17772,Mads Hermansen,GK,2000-07-11,55,21,1,6
17773,Dylan Ruiz-Diaz,"ST, CAM",2001-03-12,57,20,1,6
17774,Cameron James Evans,"CB, RB",2001-02-23,57,20,1,6
17775,Ronan Hurley,LB,1999-09-11,55,21,1,6
17776,Andrés Llinás Montejo,CB,1997-03-25,57,24,1,6
17777,Ryan Burke,LB,2000-11-23,55,20,1,6
17778,Brandon Lauton,"CM, RB, RM",2000-03-03,60,21,1,6
17779,Juan Diego Ospina Gómez,LM,2001-06-17,56,20,1,6
17780,Alan Omar Rodríguez Ortíz,CDM,1996-03-20,56,25,1,6
17781,阿不都海米提·阿不都格尼,RB,1998-03-10,55,23,1,6
17782,Gerson Romario Vázquez Ogara,ST,2001-11-12,59,19,1,6
17783,Aygün Duman,CDM,1999-01-06,56,22,1,6
17784,Manasse Kusu,CDM,2001-12-22,56,19,1,6
17785,Jake Dunwoody,CM,1998-09-28,59,22,1,6
17786,Daniel Björkman,"CB, LB",1993-02-21,57,28,1,6
17787,Alidu Seidu,RB,2000-06-04,55,21,1,6
17788,姜文骏,"CB, LB",1990-01-30,57,31,1,6
17789,Kieron Evans,"CAM, CM",2001-12-19,57,19,1,6
17790,Henry Oliver Ochieng,"CDM, CM",1998-11-11,56,22,1,6
17791,Haji Mnoga,"RB, CB",2002-04-16,55,19,1,6
17792,Cosmin Gabriel Atanase,"CAM, ST",2001-06-03,58,20,1,6
17793,袁野,CM,1993-09-22,58,27,1,6
17794,Elies Mahmoud,LM,2001-02-10,56,20,1,6
17795,Jae Woo Kim,CB,1998-02-06,57,23,1,6
17796,Finn Azaz,"CAM, CM",2000-09-07,58,20,1,6
17797,Fidel Daniel Ambríz González,CM,2003-03-21,58,18,1,6
17798,Carlo Armiento,LM,1999-06-04,56,22,1,6
17799,Jairo Enrique Uscamayta Vasquez,"CM, RW",2001-08-24,57,19,1,6
17800,Sam Bowen,CAM,2001-01-14,57,20,1,6
17801,Alex Perry,CDM,1998-03-04,56,23,1,6
17802,Dean Williams,ST,2000-02-09,57,21,1,6
17803,Joshua Atencio,"CDM, CB",2002-01-31,58,19,1,6
17804,Carlos Manuel Cortes Barreiro,ST,2001-09-17,57,19,1,6
17805,Novem Baumann,GK,1995-12-04,55,25,1,6
17806,Matthew Alexander,GK,2002-05-07,55,19,1,6
17807,Ethan Dobbelaere,"RM, RW",2002-11-14,56,18,1,6
17808,이규성 李明载,"CM, RM",1994-05-10,59,27,1,6
17809,Laorent Shabani,"CAM, CF",1999-08-19,58,22,1,6
17810,Sagir David Arce Chávez,ST,2002-02-15,59,19,1,6
17811,Simon Gollnack,ST,2002-01-29,57,19,1,6
17812,Jae Hun Park,CM,1998-09-01,58,22,1,6
17813,Hussain Salem,LB,1997-09-21,55,23,1,6
17814,Lorcan Fitzgerald,LB,1989-01-03,55,32,1,6
17815,Wojciech Błyszko,CB,1999-10-05,57,21,1,6
17816,Young Jun Goh,"CAM, CM",2001-07-09,58,20,1,6
17817,Yahya Kalley,"LB, LM",2001-03-20,55,20,1,6
17818,Klaidi Lolos,ST,2000-10-06,57,20,1,6
17819,Ted-Jonathan Tattermusch,ST,2001-05-08,57,20,1,6
17820,Ísak Óli Ólafsson,CB,2000-06-30,57,21,1,6
17821,Omar Ernesto Reyes Burga,CDM,1988-12-13,55,32,1,6
17822,Adrian Delap,"RM, RB",1998-11-30,56,22,1,6
17823,Peter Urminský,GK,1999-05-24,55,22,1,6
17824,Mirza Muratovic,ST,2000-01-14,57,21,1,6
17825,이준희 Joon Hee Lee,GK,1993-12-10,55,27,1,6
17826,Hernán Arturo Cardozo Alessandri,GK,2001-05-02,55,20,1,6
17827,Dominic Revan,"CB, LB",2000-09-19,57,20,1,6
17828,Damiano Pecile,CM,2002-04-11,57,19,1,6
17829,Miguel Angel Cornejo Loli,"CAM, CDM, CM",2000-01-18,57,21,1,6
17830,Loïc Ritière,"LB, LWB",2001-07-25,55,20,1,6
17831,Tarryn Allarakhia,"RM, CM",1997-10-17,56,23,1,6
17832,Ben Garrity,CAM,1998-02-01,57,23,1,6
17833,Josias Tusevo Lukembila,"LW, LM, ST",1999-09-09,57,21,1,6
17834,Martin Majnovics,LB,2000-10-26,55,20,1,6
17835,刘越,"LM, CAM",1997-09-14,56,23,1,6
17836,苏缘杰,"RM, LM, LW",1995-04-14,57,26,1,6
